timestamp,routing_key,headers.name,headers.user_who_performed_action,count
2020-05-04 19:08:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,1
2020-05-04 19:09:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,1
2020-05-04 20:30:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,1
2020-05-04 20:33:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,1
2020-05-04 22:02:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,6
2020-05-04 22:45:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,71
2020-05-04 22:45:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,69
2020-05-04 22:46:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,298
2020-05-04 22:46:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,298
2020-05-04 22:47:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,311
2020-05-04 22:47:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,309
2020-05-04 22:48:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,312
2020-05-04 22:48:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,316
2020-05-04 22:49:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,278
2020-05-04 22:49:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,282
2020-05-04 22:50:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,328
2020-05-04 22:50:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,324
2020-05-04 22:51:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,319
2020-05-04 22:51:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,329
2020-05-04 22:52:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,370
2020-05-04 22:52:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,368
2020-05-04 22:53:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,188
2020-05-04 22:53:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,181
2020-05-04 22:54:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,119
2020-05-04 22:54:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,111
2020-05-04 22:55:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,115
2020-05-04 22:55:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,110
2020-05-04 22:56:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,111
2020-05-04 22:56:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,109
2020-05-04 22:57:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,109
2020-05-04 22:57:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,111
2020-05-04 22:58:00,channel.created,10.238.22.6:55420 -> 10.238.22.5:5672 (1),bus-consolesaas,217
2020-05-04 22:58:00,channel.created,10.238.22.7:35540 -> 10.238.22.5:5672 (1),bus-consolesaas,222
